name,primaryLanguage,languages,url,stargazers,watchers,forks,diskUsage
ranking,{'name': 'Python'},{'totalCount': 4},https://github.com/tensorflow/ranking,{'totalCount': 1686},{'totalCount': 88},{'totalCount': 297},766
awesome-machine-learning-interpretability,,{'totalCount': 0},https://github.com/jphall663/awesome-machine-learning-interpretability,{'totalCount': 1679},{'totalCount': 128},{'totalCount': 304},388
stats,{'name': 'Go'},{'totalCount': 2},https://github.com/montanaflynn/stats,{'totalCount': 1678},{'totalCount': 50},{'totalCount': 101},279
datascience-pizza,,{'totalCount': 0},https://github.com/PizzaDeDados/datascience-pizza,{'totalCount': 1678},{'totalCount': 267},{'totalCount': 400},684
data-science-interviews,{'name': 'Ruby'},{'totalCount': 3},https://github.com/alexeygrigorev/data-science-interviews,{'totalCount': 1663},{'totalCount': 80},{'totalCount': 365},1169
Waifu2x-Extension-GUI,{'name': 'C++'},{'totalCount': 4},https://github.com/AaronFeng753/Waifu2x-Extension-GUI,{'totalCount': 1661},{'totalCount': 31},{'totalCount': 171},114338
Kashgari,{'name': 'Python'},{'totalCount': 1},https://github.com/BrikerMan/Kashgari,{'totalCount': 1660},{'totalCount': 67},{'totalCount': 327},12621
zi2zi,{'name': 'Python'},{'totalCount': 1},https://github.com/kaonashi-tyc/zi2zi,{'totalCount': 1653},{'totalCount': 67},{'totalCount': 339},46887
nlp-roadmap,,{'totalCount': 0},https://github.com/graykode/nlp-roadmap,{'totalCount': 1649},{'totalCount': 80},{'totalCount': 258},2737
MachineLearningNotebooks,{'name': 'Jupyter Notebook'},{'totalCount': 7},https://github.com/Azure/MachineLearningNotebooks,{'totalCount': 1646},{'totalCount': 2238},{'totalCount': 1069},64835
automl-gs,{'name': 'Python'},{'totalCount': 1},https://github.com/minimaxir/automl-gs,{'totalCount': 1645},{'totalCount': 59},{'totalCount': 146},572
TensorComprehensions,{'name': 'C++'},{'totalCount': 6},https://github.com/facebookresearch/TensorComprehensions,{'totalCount': 1632},{'totalCount': 112},{'totalCount': 180},38419
fast-wavenet,{'name': 'Python'},{'totalCount': 2},https://github.com/tomlepaine/fast-wavenet,{'totalCount': 1621},{'totalCount': 101},{'totalCount': 272},313
ComputeLibrary,{'name': 'C++'},{'totalCount': 6},https://github.com/ARM-software/ComputeLibrary,{'totalCount': 1618},{'totalCount': 224},{'totalCount': 522},260551
machine-learning,{'name': 'HTML'},{'totalCount': 8},https://github.com/ethen8181/machine-learning,{'totalCount': 1613},{'totalCount': 115},{'totalCount': 355},404653
turkce-yapay-zeka-kaynaklari,,{'totalCount': 0},https://github.com/deeplearningturkiye/turkce-yapay-zeka-kaynaklari,{'totalCount': 1609},{'totalCount': 382},{'totalCount': 257},235
robosat,{'name': 'Python'},{'totalCount': 4},https://github.com/mapbox/robosat,{'totalCount': 1598},{'totalCount': 164},{'totalCount': 275},1380
hdbscan,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/scikit-learn-contrib/hdbscan,{'totalCount': 1586},{'totalCount': 55},{'totalCount': 274},25509
spacy-course,{'name': 'Python'},{'totalCount': 5},https://github.com/ines/spacy-course,{'totalCount': 1576},{'totalCount': 54},{'totalCount': 206},5876
m2cgen,{'name': 'Python'},{'totalCount': 17},https://github.com/BayesWitnesses/m2cgen,{'totalCount': 1567},{'totalCount': 41},{'totalCount': 136},592
Deep-Learning-Interview-Book,,{'totalCount': 0},https://github.com/amusi/Deep-Learning-Interview-Book,{'totalCount': 1561},{'totalCount': 100},{'totalCount': 393},2693
seldon-core,{'name': 'HTML'},{'totalCount': 13},https://github.com/SeldonIO/seldon-core,{'totalCount': 1557},{'totalCount': 62},{'totalCount': 338},106716
Ai-Learn,,{'totalCount': 0},https://github.com/tangyudi/Ai-Learn,{'totalCount': 1546},{'totalCount': 86},{'totalCount': 439},1297
yolov3-tf2,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/zzh8829/yolov3-tf2,{'totalCount': 1532},{'totalCount': 63},{'totalCount': 529},4272
knockknock,{'name': 'Python'},{'totalCount': 1},https://github.com/huggingface/knockknock,{'totalCount': 1517},{'totalCount': 28},{'totalCount': 125},75
Awesome-Interview,,{'totalCount': 0},https://github.com/Awesome-Interview/Awesome-Interview,{'totalCount': 1515},{'totalCount': 62},{'totalCount': 300},257
imgclsmob,{'name': 'Python'},{'totalCount': 3},https://github.com/osmr/imgclsmob,{'totalCount': 1491},{'totalCount': 54},{'totalCount': 284},12591
machine-learning-with-ruby,{'name': 'Ruby'},{'totalCount': 1},https://github.com/arbox/machine-learning-with-ruby,{'totalCount': 1489},{'totalCount': 117},{'totalCount': 123},321
lore,{'name': 'Python'},{'totalCount': 3},https://github.com/instacart/lore,{'totalCount': 1487},{'totalCount': 108},{'totalCount': 114},1659
practical-machine-learning-with-python,{'name': 'Jupyter Notebook'},{'totalCount': 3},https://github.com/dipanjanS/practical-machine-learning-with-python,{'totalCount': 1486},{'totalCount': 157},{'totalCount': 1202},121254
pytorch-metric-learning,{'name': 'Python'},{'totalCount': 2},https://github.com/KevinMusgrave/pytorch-metric-learning,{'totalCount': 1477},{'totalCount': 52},{'totalCount': 206},11208
gosl,{'name': 'Go'},{'totalCount': 10},https://github.com/cpmech/gosl,{'totalCount': 1470},{'totalCount': 68},{'totalCount': 120},21991
foolbox,{'name': 'Python'},{'totalCount': 3},https://github.com/bethgelab/foolbox,{'totalCount': 1461},{'totalCount': 37},{'totalCount': 262},8329
CADL,{'name': 'Jupyter Notebook'},{'totalCount': 3},https://github.com/pkmital/CADL,{'totalCount': 1460},{'totalCount': 124},{'totalCount': 753},330445
Machine-Learning-Flappy-Bird,{'name': 'JavaScript'},{'totalCount': 2},https://github.com/ssusnic/Machine-Learning-Flappy-Bird,{'totalCount': 1457},{'totalCount': 86},{'totalCount': 346},485
auto_ml,{'name': 'Python'},{'totalCount': 1},https://github.com/ClimbsRocks/auto_ml,{'totalCount': 1448},{'totalCount': 100},{'totalCount': 276},1444
DAT8,{'name': 'Jupyter Notebook'},{'totalCount': 3},https://github.com/justmarkham/DAT8,{'totalCount': 1447},{'totalCount': 109},{'totalCount': 801},24092
TensorKart,{'name': 'Python'},{'totalCount': 1},https://github.com/kevinhughes27/TensorKart,{'totalCount': 1446},{'totalCount': 65},{'totalCount': 231},58905
EagleEye,{'name': 'Python'},{'totalCount': 3},https://github.com/ThoughtfulDev/EagleEye,{'totalCount': 1443},{'totalCount': 77},{'totalCount': 250},158
MachineLearning,,{'totalCount': 0},https://github.com/jindongwang/MachineLearning,{'totalCount': 1442},{'totalCount': 150},{'totalCount': 531},286
NeuroNER,{'name': 'Python'},{'totalCount': 3},https://github.com/Franck-Dernoncourt/NeuroNER,{'totalCount': 1439},{'totalCount': 76},{'totalCount': 420},126745
capsule-networks,{'name': 'Python'},{'totalCount': 1},https://github.com/gram-ai/capsule-networks,{'totalCount': 1436},{'totalCount': 49},{'totalCount': 292},797
GDLnotes,{'name': 'Python'},{'totalCount': 1},https://github.com/ahangchen/GDLnotes,{'totalCount': 1432},{'totalCount': 147},{'totalCount': 498},10708
spark,{'name': 'C#'},{'totalCount': 7},https://github.com/dotnet/spark,{'totalCount': 1428},{'totalCount': 87},{'totalCount': 186},2463
project_alias,{'name': 'Python'},{'totalCount': 4},https://github.com/bjoernkarmann/project_alias,{'totalCount': 1427},{'totalCount': 61},{'totalCount': 87},40997
seldon-server,{'name': 'Java'},{'totalCount': 9},https://github.com/SeldonIO/seldon-server,{'totalCount': 1417},{'totalCount': 128},{'totalCount': 287},3685
awesome-quantum-machine-learning,{'name': 'HTML'},{'totalCount': 1},https://github.com/krishnakumarsekar/awesome-quantum-machine-learning,{'totalCount': 1413},{'totalCount': 185},{'totalCount': 397},10011
CoreML-in-ARKit,{'name': 'Swift'},{'totalCount': 1},https://github.com/hanleyweng/CoreML-in-ARKit,{'totalCount': 1413},{'totalCount': 60},{'totalCount': 193},25091
mlr,{'name': 'R'},{'totalCount': 4},https://github.com/mlr-org/mlr,{'totalCount': 1409},{'totalCount': 97},{'totalCount': 361},282347
Gen.jl,{'name': 'Julia'},{'totalCount': 1},https://github.com/probcomp/Gen.jl,{'totalCount': 1409},{'totalCount': 82},{'totalCount': 130},4429
minimalRL,{'name': 'Python'},{'totalCount': 1},https://github.com/seungeunrho/minimalRL,{'totalCount': 1409},{'totalCount': 36},{'totalCount': 172},54
cosin,{'name': 'Java'},{'totalCount': 8},https://github.com/chatopera/cosin,{'totalCount': 1407},{'totalCount': 73},{'totalCount': 448},18226
keras_to_tensorflow,{'name': 'Python'},{'totalCount': 2},https://github.com/amir-abdi/keras_to_tensorflow,{'totalCount': 1401},{'totalCount': 50},{'totalCount': 448},148
mAP,{'name': 'Python'},{'totalCount': 1},https://github.com/Cartucho/mAP,{'totalCount': 1399},{'totalCount': 32},{'totalCount': 465},15080
iOS_ML,,{'totalCount': 0},https://github.com/alexsosn/iOS_ML,{'totalCount': 1398},{'totalCount': 98},{'totalCount': 149},98
deep-neuroevolution,{'name': 'Python'},{'totalCount': 5},https://github.com/uber-research/deep-neuroevolution,{'totalCount': 1395},{'totalCount': 81},{'totalCount': 264},3801
keras-contrib,{'name': 'Python'},{'totalCount': 4},https://github.com/keras-team/keras-contrib,{'totalCount': 1387},{'totalCount': 84},{'totalCount': 550},868
awesome-decision-tree-papers,{'name': 'Python'},{'totalCount': 1},https://github.com/benedekrozemberczki/awesome-decision-tree-papers,{'totalCount': 1376},{'totalCount': 93},{'totalCount': 203},987
ml-videos,,{'totalCount': 0},https://github.com/dustinvtran/ml-videos,{'totalCount': 1365},{'totalCount': 106},{'totalCount': 185},47
lightning,{'name': 'Python'},{'totalCount': 6},https://github.com/scikit-learn-contrib/lightning,{'totalCount': 1355},{'totalCount': 39},{'totalCount': 165},7147
cuml,{'name': 'Cuda'},{'totalCount': 8},https://github.com/rapidsai/cuml,{'totalCount': 1353},{'totalCount': 61},{'totalCount': 208},53933
hackermath,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/amitkaps/hackermath,{'totalCount': 1346},{'totalCount': 75},{'totalCount': 254},26070
adblockradio,{'name': 'JavaScript'},{'totalCount': 4},https://github.com/adblockradio/adblockradio,{'totalCount': 1341},{'totalCount': 22},{'totalCount': 41},8804
awesome-satellite-imagery-datasets,,{'totalCount': 0},https://github.com/chrieke/awesome-satellite-imagery-datasets,{'totalCount': 1341},{'totalCount': 127},{'totalCount': 294},1817
pydensecrf,{'name': 'C++'},{'totalCount': 4},https://github.com/lucasb-eyer/pydensecrf,{'totalCount': 1339},{'totalCount': 33},{'totalCount': 340},1809
deepvoice3_pytorch,{'name': 'Python'},{'totalCount': 2},https://github.com/r9y9/deepvoice3_pytorch,{'totalCount': 1334},{'totalCount': 76},{'totalCount': 328},7110
AndroidTensorFlowMachineLearningExample,{'name': 'Java'},{'totalCount': 1},https://github.com/MindorksOpenSource/AndroidTensorFlowMachineLearningExample,{'totalCount': 1331},{'totalCount': 81},{'totalCount': 407},54395
awesome-embedding-models,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/Hironsan/awesome-embedding-models,{'totalCount': 1329},{'totalCount': 101},{'totalCount': 208},49
EmojiIntelligence,{'name': 'Swift'},{'totalCount': 1},https://github.com/BilalReffas/EmojiIntelligence,{'totalCount': 1322},{'totalCount': 34},{'totalCount': 76},420
data-science-question-answer,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/ShuaiW/data-science-question-answer,{'totalCount': 1321},{'totalCount': 72},{'totalCount': 405},2390
awesome-community-detection,{'name': 'Python'},{'totalCount': 1},https://github.com/benedekrozemberczki/awesome-community-detection,{'totalCount': 1318},{'totalCount': 105},{'totalCount': 227},2331
trains,{'name': 'Python'},{'totalCount': 1},https://github.com/allegroai/trains,{'totalCount': 1317},{'totalCount': 58},{'totalCount': 160},9102
TorchCraft,{'name': 'C++'},{'totalCount': 9},https://github.com/TorchCraft/TorchCraft,{'totalCount': 1317},{'totalCount': 94},{'totalCount': 195},8341
anago,{'name': 'Python'},{'totalCount': 1},https://github.com/Hironsan/anago,{'totalCount': 1313},{'totalCount': 62},{'totalCount': 336},7683
Awesome-Deep-Learning-Resources,,{'totalCount': 0},https://github.com/guillaume-chevalier/Awesome-Deep-Learning-Resources,{'totalCount': 1311},{'totalCount': 124},{'totalCount': 244},386
grenade,{'name': 'Haskell'},{'totalCount': 3},https://github.com/HuwCampbell/grenade,{'totalCount': 1308},{'totalCount': 57},{'totalCount': 73},335
mne-python,{'name': 'Python'},{'totalCount': 5},https://github.com/mne-tools/mne-python,{'totalCount': 1306},{'totalCount': 85},{'totalCount': 724},121366
NSFWDetector,{'name': 'Swift'},{'totalCount': 2},https://github.com/lovoo/NSFWDetector,{'totalCount': 1302},{'totalCount': 34},{'totalCount': 74},230
learn-machine-learning-in-two-months,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/bangoc123/learn-machine-learning-in-two-months,{'totalCount': 1299},{'totalCount': 202},{'totalCount': 373},70759
deeptraffic,{'name': 'JavaScript'},{'totalCount': 1},https://github.com/lexfridman/deeptraffic,{'totalCount': 1292},{'totalCount': 49},{'totalCount': 191},6208
Machine-Learning-with-Python,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/tirthajyoti/Machine-Learning-with-Python,{'totalCount': 1291},{'totalCount': 116},{'totalCount': 826},95229
Machine-Learning-Notes,,{'totalCount': 0},https://github.com/Sophia-11/Machine-Learning-Notes,{'totalCount': 1291},{'totalCount': 98},{'totalCount': 356},57297
mlfinlab,{'name': 'Python'},{'totalCount': 2},https://github.com/hudson-and-thames/mlfinlab,{'totalCount': 1288},{'totalCount': 108},{'totalCount': 334},25969
NLP-Models-Tensorflow,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/huseinzol05/NLP-Models-Tensorflow,{'totalCount': 1287},{'totalCount': 81},{'totalCount': 538},48122
Tengine,{'name': 'C++'},{'totalCount': 8},https://github.com/OAID/Tengine,{'totalCount': 1273},{'totalCount': 111},{'totalCount': 388},6634
stellargraph,{'name': 'Python'},{'totalCount': 3},https://github.com/stellargraph/stellargraph,{'totalCount': 1272},{'totalCount': 47},{'totalCount': 168},89371
TensorFlow.NET,{'name': 'C#'},{'totalCount': 6},https://github.com/SciSharp/TensorFlow.NET,{'totalCount': 1271},{'totalCount': 99},{'totalCount': 243},375993
scattertext,{'name': 'Python'},{'totalCount': 5},https://github.com/JasonKessler/scattertext,{'totalCount': 1268},{'totalCount': 56},{'totalCount': 169},39487
pytorch-generative-adversarial-networks,{'name': 'Python'},{'totalCount': 1},https://github.com/devnag/pytorch-generative-adversarial-networks,{'totalCount': 1259},{'totalCount': 48},{'totalCount': 410},9
CVPR2020-Code,,{'totalCount': 0},https://github.com/amusi/CVPR2020-Code,{'totalCount': 1254},{'totalCount': 82},{'totalCount': 210},98
eos,{'name': 'C++'},{'totalCount': 4},https://github.com/patrikhuber/eos,{'totalCount': 1252},{'totalCount': 98},{'totalCount': 410},14204
magnitude,{'name': 'Python'},{'totalCount': 1},https://github.com/plasticityai/magnitude,{'totalCount': 1250},{'totalCount': 31},{'totalCount': 90},74093
infer,{'name': 'C#'},{'totalCount': 9},https://github.com/dotnet/infer,{'totalCount': 1239},{'totalCount': 104},{'totalCount': 184},27593
spark-py-notebooks,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/jadianes/spark-py-notebooks,{'totalCount': 1237},{'totalCount': 100},{'totalCount': 760},2312
xcessiv,{'name': 'Python'},{'totalCount': 4},https://github.com/reiinakano/xcessiv,{'totalCount': 1234},{'totalCount': 54},{'totalCount': 99},9467
pytextrank,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/DerwenAI/pytextrank,{'totalCount': 1231},{'totalCount': 53},{'totalCount': 244},816
Deep-Learning-Boot-Camp,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/QuantScientist/Deep-Learning-Boot-Camp,{'totalCount': 1229},{'totalCount': 112},{'totalCount': 338},329455
Forge,{'name': 'Swift'},{'totalCount': 3},https://github.com/hollance/Forge,{'totalCount': 1228},{'totalCount': 66},{'totalCount': 177},191355
practicalAI-cn,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/MLEveryday/practicalAI-cn,{'totalCount': 1226},{'totalCount': 100},{'totalCount': 306},1291
GPflow,{'name': 'Python'},{'totalCount': 3},https://github.com/GPflow/GPflow,{'totalCount': 1224},{'totalCount': 79},{'totalCount': 353},66713
bulbea,{'name': 'Python'},{'totalCount': 2},https://github.com/achillesrasquinha/bulbea,{'totalCount': 1223},{'totalCount': 115},{'totalCount': 362},2768
Faster-High-Res-Neural-Inpainting,{'name': 'Lua'},{'totalCount': 1},https://github.com/leehomyc/Faster-High-Res-Neural-Inpainting,{'totalCount': 1211},{'totalCount': 48},{'totalCount': 209},38020
h2o-tutorials,{'name': 'Jupyter Notebook'},{'totalCount': 13},https://github.com/h2oai/h2o-tutorials,{'totalCount': 1209},{'totalCount': 246},{'totalCount': 919},1093199
fklearn,{'name': 'Python'},{'totalCount': 4},https://github.com/nubank/fklearn,{'totalCount': 1206},{'totalCount': 66},{'totalCount': 146},2071
Awesome-TensorFlow-Chinese,{'name': 'Python'},{'totalCount': 1},https://github.com/fendouai/Awesome-TensorFlow-Chinese,{'totalCount': 1203},{'totalCount': 90},{'totalCount': 293},24
gluon-ts,{'name': 'Python'},{'totalCount': 6},https://github.com/awslabs/gluon-ts,{'totalCount': 1203},{'totalCount': 57},{'totalCount': 251},2419
video2x,{'name': 'Python'},{'totalCount': 3},https://github.com/k4yt3x/video2x,{'totalCount': 1203},{'totalCount': 46},{'totalCount': 126},9693
decisiontree,{'name': 'Ruby'},{'totalCount': 1},https://github.com/igrigorik/decisiontree,{'totalCount': 1196},{'totalCount': 40},{'totalCount': 121},56
vvedenie-mashinnoe-obuchenie,,{'totalCount': 0},https://github.com/demidovakatya/vvedenie-mashinnoe-obuchenie,{'totalCount': 1192},{'totalCount': 180},{'totalCount': 275},2315
Deep-Learning-with-PyTorch-Tutorials,{'name': 'Python'},{'totalCount': 2},https://github.com/dragen1860/Deep-Learning-with-PyTorch-Tutorials,{'totalCount': 1190},{'totalCount': 48},{'totalCount': 589},91436
manifold,{'name': 'JavaScript'},{'totalCount': 7},https://github.com/uber/manifold,{'totalCount': 1188},{'totalCount': 50},{'totalCount': 86},6643
ml-workspace,{'name': 'Jupyter Notebook'},{'totalCount': 7},https://github.com/ml-tooling/ml-workspace,{'totalCount': 1188},{'totalCount': 35},{'totalCount': 135},12012
StudyBook,,{'totalCount': 0},https://github.com/changwookjun/StudyBook,{'totalCount': 1176},{'totalCount': 157},{'totalCount': 711},1102316
uis-rnn,{'name': 'Python'},{'totalCount': 2},https://github.com/google/uis-rnn,{'totalCount': 1174},{'totalCount': 99},{'totalCount': 245},112014
tnt,{'name': 'Python'},{'totalCount': 2},https://github.com/pytorch/tnt,{'totalCount': 1172},{'totalCount': 41},{'totalCount': 157},549
blazingsql,{'name': 'C++'},{'totalCount': 8},https://github.com/BlazingDB/blazingsql,{'totalCount': 1171},{'totalCount': 36},{'totalCount': 101},5384
AmpliGraph,{'name': 'Python'},{'totalCount': 2},https://github.com/Accenture/AmpliGraph,{'totalCount': 1171},{'totalCount': 47},{'totalCount': 113},25225
hyperlearn,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/danielhanchen/hyperlearn,{'totalCount': 1160},{'totalCount': 79},{'totalCount': 108},32959
CodeSearchNet,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/github/CodeSearchNet,{'totalCount': 1159},{'totalCount': 43},{'totalCount': 190},29778
awesome-TS-anomaly-detection,,{'totalCount': 0},https://github.com/rob-med/awesome-TS-anomaly-detection,{'totalCount': 1158},{'totalCount': 72},{'totalCount': 214},65
root,{'name': 'C++'},{'totalCount': 29},https://github.com/root-project/root,{'totalCount': 1157},{'totalCount': 104},{'totalCount': 638},808254
forecasting,{'name': 'HTML'},{'totalCount': 7},https://github.com/microsoft/forecasting,{'totalCount': 1154},{'totalCount': 60},{'totalCount': 159},141963
BentoML,{'name': 'Python'},{'totalCount': 9},https://github.com/bentoml/BentoML,{'totalCount': 1151},{'totalCount': 33},{'totalCount': 122},25739
mlsql,{'name': 'JavaScript'},{'totalCount': 12},https://github.com/allwefantasy/mlsql,{'totalCount': 1150},{'totalCount': 119},{'totalCount': 410},26867
machine-learning-surveys,{'name': 'JavaScript'},{'totalCount': 1},https://github.com/metrofun/machine-learning-surveys,{'totalCount': 1144},{'totalCount': 77},{'totalCount': 180},65
theMLbook,{'name': 'Python'},{'totalCount': 1},https://github.com/aburkov/theMLbook,{'totalCount': 1140},{'totalCount': 103},{'totalCount': 372},3462
DLTK,{'name': 'Python'},{'totalCount': 1},https://github.com/DLTK/DLTK,{'totalCount': 1137},{'totalCount': 99},{'totalCount': 345},19663
uTensor,{'name': 'C++'},{'totalCount': 5},https://github.com/uTensor/uTensor,{'totalCount': 1124},{'totalCount': 92},{'totalCount': 140},12893
gcForest,{'name': 'Python'},{'totalCount': 1},https://github.com/kingfengji/gcForest,{'totalCount': 1117},{'totalCount': 90},{'totalCount': 397},113
Knet.jl,{'name': 'Julia'},{'totalCount': 10},https://github.com/denizyuret/Knet.jl,{'totalCount': 1113},{'totalCount': 82},{'totalCount': 200},21210
EliteQuant,,{'totalCount': 0},https://github.com/EliteQuant/EliteQuant,{'totalCount': 1111},{'totalCount': 134},{'totalCount': 282},1173
python-machine-learning-book-3rd-edition,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/rasbt/python-machine-learning-book-3rd-edition,{'totalCount': 1107},{'totalCount': 66},{'totalCount': 430},164310
sagemaker-python-sdk,{'name': 'Python'},{'totalCount': 3},https://github.com/aws/sagemaker-python-sdk,{'totalCount': 1106},{'totalCount': 106},{'totalCount': 448},57642
privacy,{'name': 'Python'},{'totalCount': 4},https://github.com/tensorflow/privacy,{'totalCount': 1102},{'totalCount': 56},{'totalCount': 213},665
gnes,{'name': 'Python'},{'totalCount': 4},https://github.com/gnes-ai/gnes,{'totalCount': 1101},{'totalCount': 52},{'totalCount': 197},54521
goml,{'name': 'Go'},{'totalCount': 1},https://github.com/cdipaolo/goml,{'totalCount': 1096},{'totalCount': 75},{'totalCount': 92},970
flashlight,{'name': 'C++'},{'totalCount': 3},https://github.com/facebookresearch/flashlight,{'totalCount': 1087},{'totalCount': 71},{'totalCount': 135},742
MLBox,{'name': 'Python'},{'totalCount': 2},https://github.com/AxeldeRomblay/MLBox,{'totalCount': 1080},{'totalCount': 63},{'totalCount': 226},52427
fastText.py,{'name': 'C++'},{'totalCount': 5},https://github.com/salestock/fastText.py,{'totalCount': 1077},{'totalCount': 48},{'totalCount': 243},329
vehicle-detection,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/tatsuyah/vehicle-detection,{'totalCount': 1072},{'totalCount': 48},{'totalCount': 153},63021
Computer-Science-Resources,,{'totalCount': 0},https://github.com/the-akira/Computer-Science-Resources,{'totalCount': 1060},{'totalCount': 58},{'totalCount': 138},1255
usaddress,{'name': 'Python'},{'totalCount': 1},https://github.com/datamade/usaddress,{'totalCount': 1056},{'totalCount': 37},{'totalCount': 201},6804
HyperGAN,{'name': 'Python'},{'totalCount': 4},https://github.com/HyperGAN/HyperGAN,{'totalCount': 1055},{'totalCount': 41},{'totalCount': 165},38030
pytracking,{'name': 'Python'},{'totalCount': 4},https://github.com/visionml/pytracking,{'totalCount': 1053},{'totalCount': 70},{'totalCount': 240},1475
tslearn,{'name': 'Python'},{'totalCount': 3},https://github.com/tslearn-team/tslearn,{'totalCount': 1052},{'totalCount': 47},{'totalCount': 169},5792
datumbox-framework,{'name': 'Java'},{'totalCount': 2},https://github.com/datumbox/datumbox-framework,{'totalCount': 1050},{'totalCount': 140},{'totalCount': 282},4605
tensorrec,{'name': 'Python'},{'totalCount': 1},https://github.com/jfkirk/tensorrec,{'totalCount': 1050},{'totalCount': 66},{'totalCount': 195},640
Simd,{'name': 'C++'},{'totalCount': 5},https://github.com/ermig1979/Simd,{'totalCount': 1046},{'totalCount': 101},{'totalCount': 245},26822
torchgan,{'name': 'Python'},{'totalCount': 2},https://github.com/torchgan/torchgan,{'totalCount': 1045},{'totalCount': 26},{'totalCount': 121},24069
sense2vec,{'name': 'Python'},{'totalCount': 2},https://github.com/explosion/sense2vec,{'totalCount': 1039},{'totalCount': 40},{'totalCount': 181},1172
spark-sklearn,{'name': 'Python'},{'totalCount': 3},https://github.com/databricks/spark-sklearn,{'totalCount': 1038},{'totalCount': 84},{'totalCount': 222},801
grobid,{'name': 'Java'},{'totalCount': 12},https://github.com/kermitt2/grobid,{'totalCount': 1038},{'totalCount': 77},{'totalCount': 222},987938
DeepMoji,{'name': 'Python'},{'totalCount': 1},https://github.com/bfelbo/DeepMoji,{'totalCount': 1037},{'totalCount': 51},{'totalCount': 240},113199
MTBook,{'name': 'TeX'},{'totalCount': 2},https://github.com/NiuTrans/MTBook,{'totalCount': 1032},{'totalCount': 148},{'totalCount': 349},20642
tfjs-node,{'name': 'TypeScript'},{'totalCount': 6},https://github.com/tensorflow/tfjs-node,{'totalCount': 1032},{'totalCount': 51},{'totalCount': 97},144392
Top-Deep-Learning,{'name': 'Python'},{'totalCount': 1},https://github.com/mbadry1/Top-Deep-Learning,{'totalCount': 1031},{'totalCount': 95},{'totalCount': 283},138
sparkit-learn,{'name': 'Python'},{'totalCount': 3},https://github.com/lensacom/sparkit-learn,{'totalCount': 1029},{'totalCount': 91},{'totalCount': 229},455
tfx,{'name': 'Python'},{'totalCount': 5},https://github.com/tensorflow/tfx,{'totalCount': 1026},{'totalCount': 85},{'totalCount': 289},147286
raster-vision,{'name': 'Python'},{'totalCount': 3},https://github.com/azavea/raster-vision,{'totalCount': 1024},{'totalCount': 89},{'totalCount': 232},23833
fastText_multilingual,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/babylonhealth/fastText_multilingual,{'totalCount': 1024},{'totalCount': 55},{'totalCount': 107},147480
Awesome-pytorch-list-CNVersion,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/xavier-zy/Awesome-pytorch-list-CNVersion,{'totalCount': 1024},{'totalCount': 49},{'totalCount': 255},936
AdvancedEAST,{'name': 'Python'},{'totalCount': 1},https://github.com/huoyijie/AdvancedEAST,{'totalCount': 1021},{'totalCount': 41},{'totalCount': 338},3289
causalml,{'name': 'Python'},{'totalCount': 1},https://github.com/uber/causalml,{'totalCount': 1021},{'totalCount': 43},{'totalCount': 149},24274
Dragonfire,{'name': 'Python'},{'totalCount': 5},https://github.com/DragonComputer/Dragonfire,{'totalCount': 1019},{'totalCount': 83},{'totalCount': 153},25214
PointCNN,{'name': 'Python'},{'totalCount': 4},https://github.com/yangyanli/PointCNN,{'totalCount': 1014},{'totalCount': 49},{'totalCount': 291},344
rusty-machine,{'name': 'Rust'},{'totalCount': 1},https://github.com/AtheMathmo/rusty-machine,{'totalCount': 1013},{'totalCount': 60},{'totalCount': 132},12405
one-pixel-attack-keras,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/Hyperparticle/one-pixel-attack-keras,{'totalCount': 1013},{'totalCount': 26},{'totalCount': 151},45636
elasticsearch-learning-to-rank,{'name': 'Java'},{'totalCount': 2},https://github.com/o19s/elasticsearch-learning-to-rank,{'totalCount': 1011},{'totalCount': 78},{'totalCount': 245},1477
yolo-9000,,{'totalCount': 0},https://github.com/philipperemy/yolo-9000,{'totalCount': 1011},{'totalCount': 71},{'totalCount': 284},181406
ChineseIDCardOCR,{'name': 'Swift'},{'totalCount': 4},https://github.com/KevinGong2013/ChineseIDCardOCR,{'totalCount': 1010},{'totalCount': 46},{'totalCount': 187},11345
