name,primaryLanguage,languages,url,stargazers,watchers,forks,diskUsage
DeepPavlov,{'name': 'Python'},{'totalCount': 3},https://github.com/deepmipt/DeepPavlov,{'totalCount': 4304},{'totalCount': 205},{'totalCount': 775},35625
neurojs,{'name': 'JavaScript'},{'totalCount': 1},https://github.com/janhuenermann/neurojs,{'totalCount': 4304},{'totalCount': 164},{'totalCount': 328},19482
stanza,{'name': 'Python'},{'totalCount': 5},https://github.com/stanfordnlp/stanza,{'totalCount': 4200},{'totalCount': 133},{'totalCount': 528},5100
tensorspace,{'name': 'JavaScript'},{'totalCount': 3},https://github.com/tensorspace-team/tensorspace,{'totalCount': 4190},{'totalCount': 133},{'totalCount': 367},1157942
MNN,{'name': 'C++'},{'totalCount': 13},https://github.com/alibaba/MNN,{'totalCount': 4067},{'totalCount': 179},{'totalCount': 834},37949
DeepLearningProject,{'name': 'HTML'},{'totalCount': 3},https://github.com/Spandan-Madan/DeepLearningProject,{'totalCount': 4041},{'totalCount': 205},{'totalCount': 572},2890
serenata-de-amor,{'name': 'Python'},{'totalCount': 7},https://github.com/okfn-brasil/serenata-de-amor,{'totalCount': 4040},{'totalCount': 414},{'totalCount': 678},70976
nmap,{'name': 'C'},{'totalCount': 26},https://github.com/nmap/nmap,{'totalCount': 4039},{'totalCount': 306},{'totalCount': 1295},88965
pipeline,{'name': 'Jsonnet'},{'totalCount': 18},https://github.com/PipelineAI/pipeline,{'totalCount': 3986},{'totalCount': 342},{'totalCount': 927},94805
AlphaPose,{'name': 'Python'},{'totalCount': 4},https://github.com/MVIG-SJTU/AlphaPose,{'totalCount': 3985},{'totalCount': 186},{'totalCount': 1065},67318
Augmentor,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/mdbloice/Augmentor,{'totalCount': 3972},{'totalCount': 127},{'totalCount': 725},1526
learning-to-learn,{'name': 'Python'},{'totalCount': 1},https://github.com/deepmind/learning-to-learn,{'totalCount': 3972},{'totalCount': 211},{'totalCount': 575},90
DIGITS,{'name': 'HTML'},{'totalCount': 8},https://github.com/NVIDIA/DIGITS,{'totalCount': 3955},{'totalCount': 341},{'totalCount': 1347},51154
gluon-cv,{'name': 'Python'},{'totalCount': 5},https://github.com/dmlc/gluon-cv,{'totalCount': 3916},{'totalCount': 151},{'totalCount': 893},32550
umap,{'name': 'Python'},{'totalCount': 4},https://github.com/lmcinnes/umap,{'totalCount': 3915},{'totalCount': 124},{'totalCount': 386},27650
mace,{'name': 'C++'},{'totalCount': 9},https://github.com/XiaoMi/mace,{'totalCount': 3887},{'totalCount': 229},{'totalCount': 681},20925
python-small-examples,{'name': 'Python'},{'totalCount': 4},https://github.com/jackzhenguo/python-small-examples,{'totalCount': 3884},{'totalCount': 180},{'totalCount': 870},132417
snorkel,{'name': 'Python'},{'totalCount': 1},https://github.com/snorkel-team/snorkel,{'totalCount': 3874},{'totalCount': 166},{'totalCount': 648},292701
framework,{'name': 'C#'},{'totalCount': 15},https://github.com/accord-net/framework,{'totalCount': 3838},{'totalCount': 378},{'totalCount': 1721},427523
vaex,{'name': 'Python'},{'totalCount': 10},https://github.com/vaexio/vaex,{'totalCount': 3831},{'totalCount': 102},{'totalCount': 280},130223
ml5-library,{'name': 'JavaScript'},{'totalCount': 2},https://github.com/ml5js/ml5-library,{'totalCount': 3822},{'totalCount': 105},{'totalCount': 355},369206
awesome-project-ideas,,{'totalCount': 0},https://github.com/NirantK/awesome-project-ideas,{'totalCount': 3817},{'totalCount': 236},{'totalCount': 874},63
sqlflow,{'name': 'Go'},{'totalCount': 9},https://github.com/sql-machine-learning/sqlflow,{'totalCount': 3772},{'totalCount': 149},{'totalCount': 561},26118
nsfwjs,{'name': 'JavaScript'},{'totalCount': 4},https://github.com/infinitered/nsfwjs,{'totalCount': 3767},{'totalCount': 61},{'totalCount': 224},52636
FlappyLearning,{'name': 'JavaScript'},{'totalCount': 2},https://github.com/xviniette/FlappyLearning,{'totalCount': 3759},{'totalCount': 118},{'totalCount': 424},11472
Tensorflow-Tutorial,{'name': 'Python'},{'totalCount': 1},https://github.com/MorvanZhou/Tensorflow-Tutorial,{'totalCount': 3742},{'totalCount': 258},{'totalCount': 1776},38883
awesome-ml-for-cybersecurity,,{'totalCount': 0},https://github.com/jivoi/awesome-ml-for-cybersecurity,{'totalCount': 3717},{'totalCount': 367},{'totalCount': 1065},262
lucid,{'name': 'Jupyter Notebook'},{'totalCount': 5},https://github.com/tensorflow/lucid,{'totalCount': 3704},{'totalCount': 165},{'totalCount': 495},149517
tensorflow-docs,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/xitu/tensorflow-docs,{'totalCount': 3691},{'totalCount': 174},{'totalCount': 463},4785
pattern_classification,{'name': 'Jupyter Notebook'},{'totalCount': 6},https://github.com/rasbt/pattern_classification,{'totalCount': 3659},{'totalCount': 401},{'totalCount': 1186},112921
ssd.pytorch,{'name': 'Python'},{'totalCount': 2},https://github.com/amdegroot/ssd.pytorch,{'totalCount': 3652},{'totalCount': 83},{'totalCount': 1349},108865
teachable-machine-v1,{'name': 'JavaScript'},{'totalCount': 4},https://github.com/googlecreativelab/teachable-machine-v1,{'totalCount': 3593},{'totalCount': 157},{'totalCount': 487},4002
daily-paper-computer-vision,,{'totalCount': 0},https://github.com/amusi/daily-paper-computer-vision,{'totalCount': 3580},{'totalCount': 385},{'totalCount': 944},986
awesome-production-machine-learning,,{'totalCount': 0},https://github.com/EthicalML/awesome-production-machine-learning,{'totalCount': 3512},{'totalCount': 203},{'totalCount': 483},1739
TensorFlowOnSpark,{'name': 'Python'},{'totalCount': 3},https://github.com/yahoo/TensorFlowOnSpark,{'totalCount': 3488},{'totalCount': 294},{'totalCount': 879},8770
AlgoWiki,{'name': 'CSS'},{'totalCount': 3},https://github.com/vicky002/AlgoWiki,{'totalCount': 3470},{'totalCount': 157},{'totalCount': 869},181600
sklearn-doc-zh,{'name': 'Python'},{'totalCount': 3},https://github.com/apachecn/sklearn-doc-zh,{'totalCount': 3440},{'totalCount': 172},{'totalCount': 1112},64863
docs,{'name': 'Jupyter Notebook'},{'totalCount': 8},https://github.com/tensorflow/docs,{'totalCount': 3399},{'totalCount': 192},{'totalCount': 3432},95520
gorgonia,{'name': 'Go'},{'totalCount': 6},https://github.com/gorgonia/gorgonia,{'totalCount': 3373},{'totalCount': 179},{'totalCount': 296},52181
Lihang,{'name': 'Python'},{'totalCount': 3},https://github.com/SmirkCao/Lihang,{'totalCount': 3361},{'totalCount': 132},{'totalCount': 1011},10383
hands-on-ml-zh,{'name': 'CSS'},{'totalCount': 5},https://github.com/apachecn/hands-on-ml-zh,{'totalCount': 3331},{'totalCount': 265},{'totalCount': 1345},43305
snips-nlu,{'name': 'Python'},{'totalCount': 1},https://github.com/snipsco/snips-nlu,{'totalCount': 3279},{'totalCount': 136},{'totalCount': 416},20289
metaflow,{'name': 'Python'},{'totalCount': 3},https://github.com/Netflix/metaflow,{'totalCount': 3265},{'totalCount': 180},{'totalCount': 242},440
mlpack,{'name': 'C++'},{'totalCount': 7},https://github.com/mlpack/mlpack,{'totalCount': 3257},{'totalCount': 204},{'totalCount': 1194},253316
skorch,{'name': 'Python'},{'totalCount': 4},https://github.com/skorch-dev/skorch,{'totalCount': 3190},{'totalCount': 84},{'totalCount': 236},5461
arXivTimes,,{'totalCount': 0},https://github.com/arXivTimes/arXivTimes,{'totalCount': 3187},{'totalCount': 754},{'totalCount': 198},2307
vespa,{'name': 'Java'},{'totalCount': 22},https://github.com/vespa-engine/vespa,{'totalCount': 3169},{'totalCount': 158},{'totalCount': 363},114859
pyod,{'name': 'Python'},{'totalCount': 2},https://github.com/yzhao062/pyod,{'totalCount': 3164},{'totalCount': 120},{'totalCount': 640},36207
pyAudioAnalysis,{'name': 'Python'},{'totalCount': 5},https://github.com/tyiannak/pyAudioAnalysis,{'totalCount': 3157},{'totalCount': 190},{'totalCount': 844},137885
machine_learning_basics,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/zotroneneis/machine_learning_basics,{'totalCount': 3116},{'totalCount': 170},{'totalCount': 557},7078
cnn-explainer,{'name': 'JavaScript'},{'totalCount': 5},https://github.com/poloclub/cnn-explainer,{'totalCount': 3106},{'totalCount': 99},{'totalCount': 491},89579
jetson-inference,{'name': 'C++'},{'totalCount': 6},https://github.com/dusty-nv/jetson-inference,{'totalCount': 3105},{'totalCount': 247},{'totalCount': 1339},95287
lightfm,{'name': 'Python'},{'totalCount': 3},https://github.com/lyst/lightfm,{'totalCount': 3103},{'totalCount': 104},{'totalCount': 510},4794
adanet,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/tensorflow/adanet,{'totalCount': 3087},{'totalCount': 171},{'totalCount': 460},2496
doccano,{'name': 'Python'},{'totalCount': 7},https://github.com/doccano/doccano,{'totalCount': 3012},{'totalCount': 91},{'totalCount': 623},45604
handong1587.github.io,{'name': 'CSS'},{'totalCount': 4},https://github.com/handong1587/handong1587.github.io,{'totalCount': 2999},{'totalCount': 366},{'totalCount': 1023},178248
deep-learning-papers,,{'totalCount': 0},https://github.com/sbrugman/deep-learning-papers,{'totalCount': 2962},{'totalCount': 254},{'totalCount': 371},64787
DeepLearning,{'name': 'Jupyter Notebook'},{'totalCount': 3},https://github.com/Mikoto10032/DeepLearning,{'totalCount': 2961},{'totalCount': 168},{'totalCount': 1080},958216
mlxtend,{'name': 'Python'},{'totalCount': 3},https://github.com/rasbt/mlxtend,{'totalCount': 2934},{'totalCount': 123},{'totalCount': 623},71561
Reinforcement-Learning,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/andri27-ts/Reinforcement-Learning,{'totalCount': 2927},{'totalCount': 235},{'totalCount': 360},10493
probability,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/tensorflow/probability,{'totalCount': 2893},{'totalCount': 177},{'totalCount': 725},83516
TensorFlowSharp,{'name': 'C#'},{'totalCount': 5},https://github.com/migueldeicaza/TensorFlowSharp,{'totalCount': 2875},{'totalCount': 255},{'totalCount': 527},8620
scikit-learn-videos,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/justmarkham/scikit-learn-videos,{'totalCount': 2871},{'totalCount': 341},{'totalCount': 2006},1401
sacred,{'name': 'Python'},{'totalCount': 3},https://github.com/IDSIA/sacred,{'totalCount': 2847},{'totalCount': 84},{'totalCount': 292},3516
ignite,{'name': 'Python'},{'totalCount': 2},https://github.com/pytorch/ignite,{'totalCount': 2830},{'totalCount': 60},{'totalCount': 316},35246
easy-tensorflow,{'name': 'Python'},{'totalCount': 1},https://github.com/easy-tensorflow/easy-tensorflow,{'totalCount': 2828},{'totalCount': 108},{'totalCount': 336},20714
tensorwatch,{'name': 'Jupyter Notebook'},{'totalCount': 3},https://github.com/microsoft/tensorwatch,{'totalCount': 2817},{'totalCount': 100},{'totalCount': 278},22293
pigo,{'name': 'Go'},{'totalCount': 7},https://github.com/esimov/pigo,{'totalCount': 2762},{'totalCount': 88},{'totalCount': 166},13007
DMTK,,{'totalCount': 0},https://github.com/microsoft/DMTK,{'totalCount': 2757},{'totalCount': 316},{'totalCount': 572},17
yellowbrick,{'name': 'Python'},{'totalCount': 3},https://github.com/DistrictDataLabs/yellowbrick,{'totalCount': 2741},{'totalCount': 93},{'totalCount': 419},69394
libpostal,{'name': 'C'},{'totalCount': 7},https://github.com/openvenues/libpostal,{'totalCount': 2739},{'totalCount': 110},{'totalCount': 273},37713
mindsdb,{'name': 'Python'},{'totalCount': 3},https://github.com/mindsdb/mindsdb,{'totalCount': 2687},{'totalCount': 208},{'totalCount': 328},198975
xlearn,{'name': 'C++'},{'totalCount': 10},https://github.com/aksnzhy/xlearn,{'totalCount': 2685},{'totalCount': 105},{'totalCount': 452},11181
shogun,{'name': 'C++'},{'totalCount': 13},https://github.com/shogun-toolbox/shogun,{'totalCount': 2675},{'totalCount': 222},{'totalCount': 989},70679
interpret,{'name': 'C++'},{'totalCount': 9},https://github.com/interpretml/interpret,{'totalCount': 2666},{'totalCount': 124},{'totalCount': 325},3245
deep-learning-book,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/rasbt/deep-learning-book,{'totalCount': 2653},{'totalCount': 221},{'totalCount': 705},11676
keras-vis,{'name': 'Python'},{'totalCount': 1},https://github.com/raghakot/keras-vis,{'totalCount': 2612},{'totalCount': 74},{'totalCount': 527},153803
machinelearning-samples,{'name': 'PowerShell'},{'totalCount': 1},https://github.com/dotnet/machinelearning-samples,{'totalCount': 2606},{'totalCount': 284},{'totalCount': 1555},1570763
deepjazz,{'name': 'Python'},{'totalCount': 1},https://github.com/jisungk/deepjazz,{'totalCount': 2592},{'totalCount': 109},{'totalCount': 386},12222
LSTM-Human-Activity-Recognition,{'name': 'Jupyter Notebook'},{'totalCount': 2},https://github.com/guillaume-chevalier/LSTM-Human-Activity-Recognition,{'totalCount': 2589},{'totalCount': 152},{'totalCount': 765},1298
DALI,{'name': 'C++'},{'totalCount': 7},https://github.com/NVIDIA/DALI,{'totalCount': 2583},{'totalCount': 82},{'totalCount': 310},117106
DeepSpeed,{'name': 'Python'},{'totalCount': 5},https://github.com/microsoft/DeepSpeed,{'totalCount': 2543},{'totalCount': 57},{'totalCount': 210},928
computervision-recipes,{'name': 'Jupyter Notebook'},{'totalCount': 5},https://github.com/microsoft/computervision-recipes,{'totalCount': 2534},{'totalCount': 108},{'totalCount': 335},179603
training,{'name': 'Go'},{'totalCount': 5},https://github.com/cloud-annotations/training,{'totalCount': 2526},{'totalCount': 107},{'totalCount': 475},111883
reinforcement-learning,{'name': 'Python'},{'totalCount': 1},https://github.com/rlcode/reinforcement-learning,{'totalCount': 2515},{'totalCount': 126},{'totalCount': 602},63085
rust,{'name': 'Rust'},{'totalCount': 3},https://github.com/tensorflow/rust,{'totalCount': 2486},{'totalCount': 103},{'totalCount': 200},31931
python-is-cool,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/chiphuyen/python-is-cool,{'totalCount': 2480},{'totalCount': 109},{'totalCount': 384},55
ai-deadlines,{'name': 'HTML'},{'totalCount': 4},https://github.com/abhshkdz/ai-deadlines,{'totalCount': 2480},{'totalCount': 91},{'totalCount': 420},715
LiteratureDL4Graph,,{'totalCount': 0},https://github.com/DeepGraphLearning/LiteratureDL4Graph,{'totalCount': 2475},{'totalCount': 178},{'totalCount': 499},191
ltp,{'name': 'C++'},{'totalCount': 8},https://github.com/HIT-SCIR/ltp,{'totalCount': 2474},{'totalCount': 240},{'totalCount': 752},15370
Ad-papers,{'name': 'Python'},{'totalCount': 1},https://github.com/wzhe06/Ad-papers,{'totalCount': 2470},{'totalCount': 298},{'totalCount': 812},199689
polyaxon,{'name': 'Python'},{'totalCount': 11},https://github.com/polyaxon/polyaxon,{'totalCount': 2462},{'totalCount': 77},{'totalCount': 221},65619
MITIE,{'name': 'C++'},{'totalCount': 12},https://github.com/mit-nlp/MITIE,{'totalCount': 2458},{'totalCount': 188},{'totalCount': 453},10944
telegram-list,,{'totalCount': 0},https://github.com/goq/telegram-list,{'totalCount': 2458},{'totalCount': 207},{'totalCount': 524},1878
optuna,{'name': 'Python'},{'totalCount': 4},https://github.com/optuna/optuna,{'totalCount': 2458},{'totalCount': 134},{'totalCount': 268},7424
olivia,{'name': 'Go'},{'totalCount': 2},https://github.com/olivia-ai/olivia,{'totalCount': 2453},{'totalCount': 64},{'totalCount': 205},26221
kornia,{'name': 'Python'},{'totalCount': 5},https://github.com/kornia/kornia,{'totalCount': 2436},{'totalCount': 82},{'totalCount': 253},31071
opencvsharp,{'name': 'C#'},{'totalCount': 6},https://github.com/shimat/opencvsharp,{'totalCount': 2409},{'totalCount': 223},{'totalCount': 636},64773
tensorflow-internals,{'name': 'TeX'},{'totalCount': 2},https://github.com/horance-liu/tensorflow-internals,{'totalCount': 2399},{'totalCount': 153},{'totalCount': 505},106970
hub,{'name': 'Python'},{'totalCount': 3},https://github.com/tensorflow/hub,{'totalCount': 2367},{'totalCount': 119},{'totalCount': 1260},2342
gophernotes,{'name': 'Go'},{'totalCount': 3},https://github.com/gopherdata/gophernotes,{'totalCount': 2356},{'totalCount': 70},{'totalCount': 167},20671
Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,{'name': 'Python'},{'totalCount': 32},https://github.com/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,{'totalCount': 2349},{'totalCount': 338},{'totalCount': 1095},1804357
onnxruntime,{'name': 'C++'},{'totalCount': 18},https://github.com/microsoft/onnxruntime,{'totalCount': 2327},{'totalCount': 112},{'totalCount': 536},294669
pomegranate,{'name': 'Jupyter Notebook'},{'totalCount': 6},https://github.com/jmschrei/pomegranate,{'totalCount': 2317},{'totalCount': 108},{'totalCount': 430},50623
luminoth,{'name': 'Python'},{'totalCount': 4},https://github.com/tryolabs/luminoth,{'totalCount': 2301},{'totalCount': 130},{'totalCount': 392},3121
rasa_core,{'name': 'Python'},{'totalCount': 5},https://github.com/RasaHQ/rasa_core,{'totalCount': 2297},{'totalCount': 155},{'totalCount': 1047},1059972
weld,{'name': 'Rust'},{'totalCount': 7},https://github.com/weld-project/weld,{'totalCount': 2291},{'totalCount': 118},{'totalCount': 197},3004
autogluon,{'name': 'Python'},{'totalCount': 1},https://github.com/awslabs/autogluon,{'totalCount': 2288},{'totalCount': 70},{'totalCount': 273},5480
ISLR-python,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/JWarmenhoven/ISLR-python,{'totalCount': 2287},{'totalCount': 166},{'totalCount': 1464},21868
orange3,{'name': 'Python'},{'totalCount': 5},https://github.com/biolab/orange3,{'totalCount': 2276},{'totalCount': 164},{'totalCount': 606},82184
datascience,,{'totalCount': 0},https://github.com/r0f1/datascience,{'totalCount': 2274},{'totalCount': 119},{'totalCount': 404},1483
Production-Level-Deep-Learning,,{'totalCount': 0},https://github.com/alirezadir/Production-Level-Deep-Learning,{'totalCount': 2235},{'totalCount': 98},{'totalCount': 296},15549
Flux.jl,{'name': 'Julia'},{'totalCount': 1},https://github.com/FluxML/Flux.jl,{'totalCount': 2198},{'totalCount': 94},{'totalCount': 355},4844
omniscidb,{'name': 'C++'},{'totalCount': 16},https://github.com/omnisci/omniscidb,{'totalCount': 2198},{'totalCount': 145},{'totalCount': 305},113368
byteps,{'name': 'Python'},{'totalCount': 4},https://github.com/bytedance/byteps,{'totalCount': 2198},{'totalCount': 67},{'totalCount': 305},4501
t81_558_deep_learning,{'name': 'Jupyter Notebook'},{'totalCount': 6},https://github.com/jeffheaton/t81_558_deep_learning,{'totalCount': 2192},{'totalCount': 210},{'totalCount': 1169},197278
AI-Job-Notes,,{'totalCount': 0},https://github.com/amusi/AI-Job-Notes,{'totalCount': 2189},{'totalCount': 89},{'totalCount': 377},2898
papers,,{'totalCount': 0},https://github.com/aleju/papers,{'totalCount': 2183},{'totalCount': 278},{'totalCount': 416},40247
tablesaw,{'name': 'Java'},{'totalCount': 3},https://github.com/jtablesaw/tablesaw,{'totalCount': 2171},{'totalCount': 134},{'totalCount': 419},35688
Deep-Learning-for-Recommendation-Systems,,{'totalCount': 0},https://github.com/robi56/Deep-Learning-for-Recommendation-Systems,{'totalCount': 2162},{'totalCount': 198},{'totalCount': 588},31
awesome-self-supervised-learning,,{'totalCount': 0},https://github.com/jason718/awesome-self-supervised-learning,{'totalCount': 2151},{'totalCount': 155},{'totalCount': 336},426
spotlight,{'name': 'Python'},{'totalCount': 2},https://github.com/maciejkula/spotlight,{'totalCount': 2138},{'totalCount': 109},{'totalCount': 323},9222
deepdetect,{'name': 'C++'},{'totalCount': 7},https://github.com/jolibrain/deepdetect,{'totalCount': 2104},{'totalCount': 136},{'totalCount': 492},104267
tensorflow-on-raspberry-pi,{'name': 'Python'},{'totalCount': 1},https://github.com/samjabrahams/tensorflow-on-raspberry-pi,{'totalCount': 2088},{'totalCount': 165},{'totalCount': 489},275720
datasets,{'name': 'Python'},{'totalCount': 4},https://github.com/tensorflow/datasets,{'totalCount': 2065},{'totalCount': 96},{'totalCount': 595},824807
tangent,{'name': 'Python'},{'totalCount': 1},https://github.com/google/tangent,{'totalCount': 2051},{'totalCount': 69},{'totalCount': 294},25786
tacotron,{'name': 'Python'},{'totalCount': 1},https://github.com/keithito/tacotron,{'totalCount': 2050},{'totalCount': 159},{'totalCount': 567},115
ALAE,{'name': 'Python'},{'totalCount': 1},https://github.com/podgorskiy/ALAE,{'totalCount': 2048},{'totalCount': 64},{'totalCount': 288},213029
DeepLearning,{'name': 'Python'},{'totalCount': 1},https://github.com/MingchaoZhu/DeepLearning,{'totalCount': 2038},{'totalCount': 137},{'totalCount': 444},33326
lgo,{'name': 'Go'},{'totalCount': 5},https://github.com/yunabe/lgo,{'totalCount': 2025},{'totalCount': 48},{'totalCount': 87},992
gluon-nlp,{'name': 'Python'},{'totalCount': 8},https://github.com/dmlc/gluon-nlp,{'totalCount': 2024},{'totalCount': 101},{'totalCount': 439},8675
tensorflow-build-archived,{'name': 'Shell'},{'totalCount': 1},https://github.com/lakshayg/tensorflow-build-archived,{'totalCount': 2021},{'totalCount': 95},{'totalCount': 248},222587
eli5,{'name': 'Jupyter Notebook'},{'totalCount': 4},https://github.com/TeamHG-Memex/eli5,{'totalCount': 2018},{'totalCount': 76},{'totalCount': 263},37429
client,{'name': 'Python'},{'totalCount': 5},https://github.com/wandb/client,{'totalCount': 1984},{'totalCount': 30},{'totalCount': 114},31132
Clairvoyant,{'name': 'Python'},{'totalCount': 1},https://github.com/anfederico/Clairvoyant,{'totalCount': 1982},{'totalCount': 144},{'totalCount': 547},10396
mmlspark,{'name': 'Scala'},{'totalCount': 8},https://github.com/Azure/mmlspark,{'totalCount': 1968},{'totalCount': 116},{'totalCount': 422},4641
deepvariant,{'name': 'Python'},{'totalCount': 5},https://github.com/google/deepvariant,{'totalCount': 1956},{'totalCount': 166},{'totalCount': 478},103358
dowhy,{'name': 'Python'},{'totalCount': 2},https://github.com/microsoft/dowhy,{'totalCount': 1954},{'totalCount': 93},{'totalCount': 256},14501
fe4ml-zh,{'name': 'HTML'},{'totalCount': 3},https://github.com/apachecn/fe4ml-zh,{'totalCount': 1952},{'totalCount': 96},{'totalCount': 557},15236
neuralcoref,{'name': 'Python'},{'totalCount': 5},https://github.com/huggingface/neuralcoref,{'totalCount': 1943},{'totalCount': 66},{'totalCount': 335},69451
implicit,{'name': 'Python'},{'totalCount': 4},https://github.com/benfred/implicit,{'totalCount': 1940},{'totalCount': 88},{'totalCount': 411},3803
awesome-learning-resources,,{'totalCount': 0},https://github.com/lauragift21/awesome-learning-resources,{'totalCount': 1939},{'totalCount': 100},{'totalCount': 362},356
Neural-Photo-Editor,{'name': 'Python'},{'totalCount': 1},https://github.com/ajbrock/Neural-Photo-Editor,{'totalCount': 1939},{'totalCount': 78},{'totalCount': 181},13104
texar,{'name': 'Python'},{'totalCount': 2},https://github.com/asyml/texar,{'totalCount': 1933},{'totalCount': 78},{'totalCount': 299},13892
thinc,{'name': 'Python'},{'totalCount': 3},https://github.com/explosion/thinc,{'totalCount': 1928},{'totalCount': 78},{'totalCount': 172},7870
HsuanTienLin_MachineLearning,,{'totalCount': 0},https://github.com/RedstoneWill/HsuanTienLin_MachineLearning,{'totalCount': 1870},{'totalCount': 87},{'totalCount': 690},216997
awesome-quant,,{'totalCount': 0},https://github.com/thuquant/awesome-quant,{'totalCount': 1857},{'totalCount': 254},{'totalCount': 466},73
catalyst,{'name': 'Python'},{'totalCount': 4},https://github.com/catalyst-team/catalyst,{'totalCount': 1852},{'totalCount': 38},{'totalCount': 197},20259
TransmogrifAI,{'name': 'Scala'},{'totalCount': 4},https://github.com/salesforce/TransmogrifAI,{'totalCount': 1847},{'totalCount': 154},{'totalCount': 333},117766
sling,{'name': 'C++'},{'totalCount': 8},https://github.com/google/sling,{'totalCount': 1841},{'totalCount': 119},{'totalCount': 272},5393
FATE,{'name': 'Python'},{'totalCount': 9},https://github.com/FederatedAI/FATE,{'totalCount': 1841},{'totalCount': 96},{'totalCount': 535},135806
dm_control,{'name': 'Python'},{'totalCount': 1},https://github.com/deepmind/dm_control,{'totalCount': 1839},{'totalCount': 107},{'totalCount': 300},27424
scikit-plot,{'name': 'Python'},{'totalCount': 1},https://github.com/reiinakano/scikit-plot,{'totalCount': 1839},{'totalCount': 63},{'totalCount': 221},3119
Girls-In-AI,{'name': 'Jupyter Notebook'},{'totalCount': 1},https://github.com/girls-in-ai/Girls-In-AI,{'totalCount': 1828},{'totalCount': 156},{'totalCount': 311},40794
image-super-resolution,{'name': 'Python'},{'totalCount': 2},https://github.com/idealo/image-super-resolution,{'totalCount': 1828},{'totalCount': 66},{'totalCount': 333},15288
face.evoLVe.PyTorch,{'name': 'Python'},{'totalCount': 1},https://github.com/ZhaoJ9014/face.evoLVe.PyTorch,{'totalCount': 1823},{'totalCount': 102},{'totalCount': 443},8212
awesome-deep-learning-music,{'name': 'TeX'},{'totalCount': 2},https://github.com/ybayle/awesome-deep-learning-music,{'totalCount': 1813},{'totalCount': 138},{'totalCount': 280},5697
siamese-triplet,{'name': 'Python'},{'totalCount': 1},https://github.com/adambielski/siamese-triplet,{'totalCount': 1806},{'totalCount': 44},{'totalCount': 397},12913
tensorflow_template_application,{'name': 'Python'},{'totalCount': 10},https://github.com/tobegit3hub/tensorflow_template_application,{'totalCount': 1805},{'totalCount': 191},{'totalCount': 711},46945
scikit-optimize,{'name': 'Python'},{'totalCount': 3},https://github.com/scikit-optimize/scikit-optimize,{'totalCount': 1802},{'totalCount': 65},{'totalCount': 330},9346
mars,{'name': 'Python'},{'totalCount': 8},https://github.com/mars-project/mars,{'totalCount': 1777},{'totalCount': 83},{'totalCount': 197},8263
benchm-ml,{'name': 'R'},{'totalCount': 2},https://github.com/szilard/benchm-ml,{'totalCount': 1770},{'totalCount': 156},{'totalCount': 320},1133
AI-Blocks,{'name': 'JavaScript'},{'totalCount': 5},https://github.com/MrNothing/AI-Blocks,{'totalCount': 1762},{'totalCount': 105},{'totalCount': 212},34801
ml-glossary,{'name': 'Python'},{'totalCount': 1},https://github.com/bfortuner/ml-glossary,{'totalCount': 1759},{'totalCount': 112},{'totalCount': 495},5952
bertviz,{'name': 'Jupyter Notebook'},{'totalCount': 3},https://github.com/jessevig/bertviz,{'totalCount': 1729},{'totalCount': 56},{'totalCount': 294},101901
spark-ml-source-analysis,,{'totalCount': 0},https://github.com/endymecy/spark-ml-source-analysis,{'totalCount': 1714},{'totalCount': 191},{'totalCount': 778},13831
pai,{'name': 'JavaScript'},{'totalCount': 13},https://github.com/microsoft/pai,{'totalCount': 1708},{'totalCount': 103},{'totalCount': 391},59390
PyTorch-NLP,{'name': 'Python'},{'totalCount': 2},https://github.com/PetrochukM/PyTorch-NLP,{'totalCount': 1706},{'totalCount': 60},{'totalCount': 198},3054
nano-neuron,{'name': 'JavaScript'},{'totalCount': 1},https://github.com/trekhleb/nano-neuron,{'totalCount': 1706},{'totalCount': 24},{'totalCount': 80},249
ml,{'name': 'JavaScript'},{'totalCount': 1},https://github.com/mljs/ml,{'totalCount': 1702},{'totalCount': 74},{'totalCount': 153},7149
oryx,{'name': 'Java'},{'totalCount': 3},https://github.com/OryxProject/oryx,{'totalCount': 1701},{'totalCount': 219},{'totalCount': 393},7345
Reco-papers,{'name': 'Python'},{'totalCount': 1},https://github.com/wzhe06/Reco-papers,{'totalCount': 1698},{'totalCount': 150},{'totalCount': 477},177084
Bender,{'name': 'Swift'},{'totalCount': 4},https://github.com/xmartlabs/Bender,{'totalCount': 1689},{'totalCount': 56},{'totalCount': 87},72720
crnn,{'name': 'Lua'},{'totalCount': 5},https://github.com/bgshih/crnn,{'totalCount': 1686},{'totalCount': 88},{'totalCount': 478},75
